station_id,physical_configuration,latitud,longitud,address,post_code,capacity,last_updated
214.0,ELECTRICBIKESTATION,41.3952027,2.1334873,"C/ JOSÃ DE  AGULLÃ, 9",08017,25.0,1759269304.0
215.0,ELECTRICBIKESTATION,41.3939378,2.1380304,"C/ GANDUXER, 29",08021,21.0,1759269304.0
216.0,ELECTRICBIKESTATION,41.3967824,2.1445567,"C/ MADRAZO, 131",08021,27.0,1759269304.0
217.0,ELECTRICBIKESTATION,41.3985735,2.1440826,"C/ RECTOR UBACH, 24",08021,27.0,1759269304.0
218.0,ELECTRICBIKESTATION,41.4040364,2.183145,"C/ CONSELL DE CENT, 566",08013,39.0,1759269304.0
219.0,ELECTRICBIKESTATION,41.3976165,2.1471724,"C/ LAFORJA, 74-76",08021,26.0,1759269304.0
220.0,ELECTRICBIKESTATION,41.3960982,2.1513154,"C/ TUSET, 19",08006,26.0,1759269304.0
221.0,ELECTRICBIKESTATION,41.4025392,2.1524704,"GRAN DE GRÃCIA, 155 (METRO FONTANA)",08012,24.0,1759269304.0
222.0,ELECTRICBIKESTATION,41.4013296,2.1574439,"C/ DEL CANÃ, 1",08012,27.0,1759269304.0
223.0,ELECTRICBIKESTATION,41.3983444,2.1598243,"C/ DE BONAVISTA, 14",08012,36.0,1759269304.0
224.0,ELECTRICBIKESTATION,41.3999967,2.1644531,"C / GIRONA, 176",08037,26.0,1759269304.0
225.0,ELECTRICBIKESTATION,41.3848102114671,2.15080712464522,"C/ VILADOMAT, 200",08029,25.0,1759269304.0
226.0,ELECTRICBIKESTATION,41.4035608,2.1609345,"C/ MONTMANY, 1",08012,26.0,1759269304.0
227.0,ELECTRICBIKESTATION,41.4078456,2.1586704,"C/ DEL TORRENT DE LES FLORS, 102",08024,18.0,1759269304.0
228.0,ELECTRICBIKESTATION,41.4068417,2.1558354,"PL. DEL NORD, 5",08024,21.0,1759269304.0
229.0,ELECTRICBIKESTATION,41.4050968,2.1569161,"C/ DE LA SANTACREU, 2 (PL. DE LA VIRREINA)",08024,28.0,1759269304.0
230.0,ELECTRICBIKESTATION,41.4059356,2.1517977,"C/ DE NIL FABRA, 16-20",08012,26.0,1759269304.0
231.0,ELECTRICBIKESTATION,41.4092005,2.16400285,"C/ PAU ALSINA, 54",08025,23.0,1759269304.0
232.0,ELECTRICBIKESTATION,41.3744999703376,2.17302554571611,"C/ PALAUDÃRIES, 2",08004,27.0,1759269304.0
233.0,ELECTRICBIKESTATION,41.3719688,2.1667829,"C/ NOU DE LA RAMBLA, 164",08004,26.0,1759269304.0
234.0,ELECTRICBIKESTATION,41.371532,2.162203,"PG. DE LÂ´EXPOSICIÃ, 38 | BLASCO GARAY",08004,27.0,1759269304.0
235.0,ELECTRICBIKESTATION,41.3751767,2.1658972,"AV. PARAL.LEL, 98",08015,21.0,1759269304.0
236.0,ELECTRICBIKESTATION,41.3751161,2.1523091,"AV. PARAL.LEL, 194",08015,26.0,1759269304.0
237.0,ELECTRICBIKESTATION,41.3727426,2.1539198,"C/ RIUS I TAULET, 4",08004,27.0,1759269304.0
238.0,ELECTRICBIKESTATION,41.4158807,2.1908473,"C/ ESPRONCEDA, 298",08027,27.0,1759269304.0
239.0,ELECTRICBIKESTATION,41.4172922,2.1844769,"C/ INDÃSTRIA, 329",08027,35.0,1759269304.0
240.0,ELECTRICBIKESTATION,41.4175595,2.1877153,"C/ JOSEP ESTIVILL, 32",08027,27.0,1759269304.0
241.0,ELECTRICBIKESTATION,41.419178,2.18018,"C/ TEODOR LLORENTE, 1",08041,33.0,1759269304.0
242.0,ELECTRICBIKESTATION,41.4244527,2.1773157,"C/ RAMON ALBÃ, 1",08027,27.0,1759269304.0
243.0,ELECTRICBIKESTATION,41.4239719,2.1812399,"C/ ALEXANDRE GALÃ, 1-5",08027,27.0,1759269304.0
244.0,ELECTRICBIKESTATION,41.426925,2.1786224,"C/ FELIP II, 214",08027,27.0,1759269304.0
245.0,ELECTRICBIKESTATION,41.3826647,2.1717083,"LA RAMBLA, 101",08002,27.0,1759269304.0
246.0,ELECTRICBIKESTATION,41.4228449,2.1866363,"C/ GARCILASO, 77",08027,18.0,1759269304.0
247.0,ELECTRICBIKESTATION,41.4219291,2.1849107,"C/ FELIPE II, 112",08027,32.0,1759269304.0
248.0,ELECTRICBIKESTATION,41.4182129,2.1904005,"C/ PALÃNCIA, 31",08027,27.0,1759269304.0
249.0,ELECTRICBIKESTATION,41.4250835,2.1872818,"C/ ANTILLES, 8",08027,27.0,1759269304.0
250.0,ELECTRICBIKESTATION,41.4258248,2.191206,"C/ PORTUGAL, 3",08027,27.0,1759269304.0
251.0,ELECTRICBIKESTATION,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",08027,33.0,1759269304.0
252.0,ELECTRICBIKESTATION,41.4298991,2.1932159,"RAMBLA DE L'ONZE DE SETEMBRE, 31",08030,33.0,1759269304.0
253.0,ELECTRICBIKESTATION,41.4298614,2.1922011,"C/ ONZE DE SETEMBRE, 37-39",08030,27.0,1759269304.0
254.0,ELECTRICBIKESTATION,41.4299999,2.190246,"RAMBLA DE L'ONZE DE SETEMBRE, 69",08030,26.0,1759269304.0
255.0,ELECTRICBIKESTATION,41.4315,2.18579,"C/ IRLANDA, 34",08030,15.0,1759269304.0
256.0,ELECTRICBIKESTATION,41.4361251,2.1894423,"C/ MALATS, 28-30",08030,32.0,1759269304.0
257.0,ELECTRICBIKESTATION,41.433934,2.1896502,"C/ SANT ADRIÃ, 2-8",08030,24.0,1759269304.0
258.0,ELECTRICBIKESTATION,41.4419866639024,2.19295764171618,"C/ FERNANDO PESSOA, 41",08030,27.0,1759269304.0
259.0,ELECTRICBIKESTATION,41.4391174,2.1858025,"C/ DE BARTRINA, 14",08030,24.0,1759269304.0
260.0,ELECTRICBIKESTATION,41.4356895,2.1920873,"CARRER DEL CINCA, 7",08030,27.0,1759269304.0
261.0,ELECTRICBIKESTATION,41.3821314,2.1606534,"C/ VILLARROEL, 39",08011,32.0,1759269304.0
262.0,ELECTRICBIKESTATION,41.3790954665734,2.1516210083712,"C/ ENTENÃA, 70",08015,24.0,1759269304.0
263.0,ELECTRICBIKESTATION,41.4378773,2.1910691,"PG. TORRAS I BAGES, 29",08030,20.0,1759269304.0
264.0,ELECTRICBIKESTATION,41.439929,2.1970692,"C/REPÃBLICA DOMINICANA, 25 (CENTRO COMERCIAL)",08030,32.0,1759269304.0
265.0,ELECTRICBIKESTATION,41.3847738,2.1592566,"C/ CASANOVA, 55",08011,27.0,1759269304.0
266.0,ELECTRICBIKESTATION,41.427591,2.183966,"C/ RIERA D'HORTA, 2",08027,34.0,1759269304.0
267.0,ELECTRICBIKESTATION,41.4433647,2.1906302,"PG. TORRAS I BAGES, 129",08030,24.0,1759269304.0
268.0,ELECTRICBIKESTATION,41.4457195,2.1929816,"C/ FERNANDO PESSOA, 72",08030,27.0,1759269304.0
269.0,ELECTRICBIKESTATION,41.448152,2.19294,"VIA BARCINO, 121",08033,20.0,1759269304.0
270.0,ELECTRICBIKESTATION,41.4486328,2.1898372,"270 - CRTA. DE RIBES, 77 (TRINITAT VELLA)",08033,27.0,1759269304.0
271.0,ELECTRICBIKESTATION,41.45137,2.1922985,"VIA DE BÃRCINO, 54",08033,21.0,1759269304.0
272.0,ELECTRICBIKESTATION,41.4325013,2.1842021,"C/ CONCEPCIÃ ARENAL, 281",08033,27.0,1759269304.0
273.0,ELECTRICBIKESTATION,41.4304126,2.1834174,"AV. MERIDIANA, 404",08030,36.0,1759269304.0
274.0,ELECTRICBIKESTATION,41.4299201,2.1849813,"RAMBLA FABRA I PUIG, 67",08030,30.0,1759269304.0
275.0,ELECTRICBIKESTATION,41.43068,2.1821802,"AV. RIO DE JANEIRO, 3",08016,31.0,1759269304.0
276.0,ELECTRICBIKESTATION,41.4121345,2.1652216,PLAÃA ALFONS X EL SAVI / RONDA DEL GUINARDO,08024,27.0,1759269304.0
277.0,ELECTRICBIKESTATION,41.4082107,2.1689962,"TRAVESSERA DE GRÃCIA, 328",08025,27.0,1759269304.0
278.0,ELECTRICBIKESTATION,41.4098842,2.1715285,"TRAVESSERA DE GRÃCIA, 368",08025,27.0,1759269304.0
279.0,ELECTRICBIKESTATION,41.4158995,2.1745567,"C/ MAS CASANOVAS, 137",08041,27.0,1759269304.0
280.0,ELECTRICBIKESTATION,41.4138664,2.1777274,"C/ SANT ANTONI MÂª CLARET, 290-296",08041,27.0,1759269304.0
281.0,ELECTRICBIKESTATION,41.4180789,2.1763994,"C/ D'ESCORNALBOU, 51",08041,24.0,1759269304.0
282.0,ELECTRICBIKESTATION,41.4275514,2.1659881,"PG. FONT DÂ´EN- FARGAS, 1",08031,27.0,1759269304.0
283.0,ELECTRICBIKESTATION,41.4297231,2.1617032,"C/ FULTON, 1",08032,20.0,1759269304.0
284.0,ELECTRICBIKESTATION,41.389462,2.1314948,"AV. DIAGONAL, 652",08034,27.0,1759269304.0
285.0,ELECTRICBIKESTATION,41.4366708,2.186105,"C/ MALATS, 98-100",08030,15.0,1759269304.0
286.0,ELECTRICBIKESTATION,41.4030225,2.1913538,"C/ BOLÃVIA, 76",08018,18.0,1759269304.0
287.0,ELECTRICBIKESTATION,41.3890626,2.1679313,"GRAN VIA DE LES CORTS CATALANES, 632",08007,16.0,1759269304.0
288.0,ELECTRICBIKESTATION,41.4296439,2.174444,PL. VIRREI AMAT,08016,32.0,1759269304.0
289.0,ELECTRICBIKESTATION,41.4166982,2.1909952,"C/ MÃRCIA, 64",08027,27.0,1759269304.0
290.0,ELECTRICBIKESTATION,41.4373376,2.1740962,"PL. DELS JARDINS D'ALFÃBIA, 1",08016,17.0,1759269304.0
291.0,ELECTRICBIKESTATION,41.426078,2.1751572,"C/ CUBELLES, 2",08031,27.0,1759269304.0
292.0,ELECTRICBIKESTATION,41.4300161,2.1720191,"C/ AMILCAR, 1",08031,12.0,1759269304.0
293.0,ELECTRICBIKESTATION,41.4283127,2.1629889,"C/ GRANOLLERS, 1",08032,23.0,1759269304.0
294.0,ELECTRICBIKESTATION,41.4363473,2.1706752,SEU DEL DISTRICTE (NOU BARRIS),08042,24.0,1759269304.0
295.0,ELECTRICBIKESTATION,41.433384,2.1716309,"C/ SANT ISCLE, 60",08031,27.0,1759269304.0
296.0,ELECTRICBIKESTATION,41.4364887,2.1841014,"C/ DE ROSSELLÃ I PORCEL, 1 | AV. MERIDIANA",08016,33.0,1759269304.0
297.0,ELECTRICBIKESTATION,41.4388223,2.1767828,"C/ TURÃ BLAU, 1-3",08016,24.0,1759269304.0
298.0,ELECTRICBIKESTATION,41.4347233,2.1817718,"C/ ANDREU NIN, 22",08016,32.0,1759269304.0
299.0,ELECTRICBIKESTATION,41.4340849,2.1748267,"C/ DE L'ESCULTOR ORDÃÃEZ, 55",08016,27.0,1759269304.0
300.0,ELECTRICBIKESTATION,41.4315843,2.1769107,"C/ DE MALADETA, 1",08016,18.0,1759269304.0
301.0,ELECTRICBIKESTATION,41.4366871,2.1693134,"C/ MARIE CURIE, 8-14",08042,27.0,1759269304.0
302.0,ELECTRICBIKESTATION,41.3906352,2.111541,"C/ CAVALLERS, 41",08034,39.0,1759269304.0
303.0,ELECTRICBIKESTATION,41.3934324,2.115107,"C/ CAVALLERS, 67",08034,27.0,1759269304.0
304.0,ELECTRICBIKESTATION,41.39038,2.121,"PG. MANUEL GIRONA, 7",08034,27.0,1759269304.0
305.0,ELECTRICBIKESTATION,41.3875297,2.1237141,"AV. DIAGONAL, 680",08034,27.0,1759269304.0
306.0,ELECTRICBIKESTATION,41.3853868,2.122893,"C/ DOCTOR SALVADOR CARDENAL, 1-5",08028,31.0,1759269304.0
307.0,ELECTRICBIKESTATION,41.3791986,2.1135824,C/ PINTOR RIBALTA | AV. XILE,08028,32.0,1759269304.0
308.0,ELECTRICBIKESTATION,41.37684,2.114029,"C/ CARDENAL REIG, 11",08028,27.0,1759269304.0
309.0,ELECTRICBIKESTATION,41.3770199,2.1169828,"C/ SANT RAMON NONAT,  26",08028,22.0,1759269304.0
310.0,ELECTRICBIKESTATION,41.3812111,2.1190863,C/ JOSEP SAMITIER | AV. JOAN XXIII,08028,27.0,1759269304.0
311.0,ELECTRICBIKESTATION,41.3785631,2.1202487,"C/ GALLEGO, 2",08028,24.0,1759269304.0
312.0,ELECTRICBIKESTATION,41.3789061,2.1233038,"C/ ARIZALA, 77",08028,36.0,1759269304.0
313.0,ELECTRICBIKESTATION,41.3754188,2.1297823,"C/ FELIU DE CASANOVA, 1",08028,29.0,1759269304.0
314.0,ELECTRICBIKESTATION,41.3783067,2.1297303,"RAMBLA DEL BRASIL, 44",08028,24.0,1759269304.0
315.0,ELECTRICBIKESTATION,41.4156285,2.1817876,"C/ DEL GUINARDÃ, 32-38",08041,27.0,1759269304.0
316.0,ELECTRICBIKESTATION,41.4224015,2.198071,"C/ CANTÃBRIA, 55",08020,26.0,1759269304.0
317.0,ELECTRICBIKESTATION,41.4256626,2.2008632,"RAMBLA DE PRIM, 256",08020,27.0,1759269304.0
318.0,ELECTRICBIKESTATION,41.412427,2.170592,"C/ CASTILLEJOS, 388",08025,32.0,1759269304.0
319.0,ELECTRICBIKESTATION,41.3937414,2.1455022,"C/ SAGUÃS, 1",08021,31.0,1759269304.0
320.0,ELECTRICBIKESTATION,41.400305,2.149144,"C/ MADRAZO, 39",08006,27.0,1759269304.0
321.0,ELECTRICBIKESTATION,41.4031529,2.1445843,"C/ SANT HERMENEGILD, 30",08006,27.0,1759269304.0
322.0,ELECTRICBIKESTATION,41.4009,2.13892,"C/ SANTALÃ, 165",08021,24.0,1759269304.0
323.0,ELECTRICBIKESTATION,41.3981616,2.1386719,"C/ VALLMAJOR, 13",08021,27.0,1759269304.0
324.0,ELECTRICBIKESTATION,41.3969455,2.136346,"C/ REINA VICTORIA, 31",08021,27.0,1759269304.0
326.0,ELECTRICBIKESTATION,41.4074131,2.1381069,"C/ BALMES, 409",08022,32.0,1759269304.0
327.0,ELECTRICBIKESTATION,41.4050074,2.134603,"C/ REUS, 23",08022,24.0,1759269304.0
328.0,ELECTRICBIKESTATION,41.402988,2.1344691,"C/ ARTESA DE SEGRE, 2",08022,27.0,1759269304.0
329.0,ELECTRICBIKESTATION,41.4029965,2.1283866,"C/ DE LES ESCOLES PIES, 99",08017,27.0,1759269304.0
330.0,ELECTRICBIKESTATION,41.401883,2.131524,"C/ PAU ALCOVER, 94",08017,27.0,1759269304.0
331.0,ELECTRICBIKESTATION,41.3970497,2.1279409,"C/ CASTELLNOU, 65",08017,31.0,1759269304.0
332.0,ELECTRICBIKESTATION,41.3998981,2.1281922,"C/ DOCTOR ROUX, 86",08017,27.0,1759269304.0
333.0,ELECTRICBIKESTATION,41.3954723,2.1250451,"PASSATGE DE SENILLOSA, 3-5",08034,27.0,1759269304.0
334.0,ELECTRICBIKESTATION,41.400793,2.122889,"PG. BONANOVA, 100",08017,26.0,1759269304.0
335.0,ELECTRICBIKESTATION,41.3935355,2.1231228,"C/ SANTA AMÃLIA, 2",08034,27.0,1759269304.0
336.0,ELECTRICBIKESTATION,41.3948771,2.1205394,"AV. JOSEP VICENÃ FOIX, 52",08034,23.0,1759269304.0
337.0,ELECTRICBIKESTATION,41.3986238,2.1204941,"C/ CARME KARR, 12-14",08034,23.0,1759269304.0
338.0,ELECTRICBIKESTATION,41.3977227,2.1194557,"AV. JOSEP VICENÃ FOIX, 63",08034,36.0,1759269304.0
339.0,ELECTRICBIKESTATION,41.4017084,2.2053803,"C/ RAMON TURRÃ, 246",08005,27.0,1759269304.0
340.0,ELECTRICBIKESTATION,41.4361782,2.2047037,"C/ SANT ADRIÃ, 113",08030,24.0,1759269304.0
341.0,ELECTRICBIKESTATION,41.4339212,2.2062245,"PG. D'ENRIC SANCHIS, 33",08030,27.0,1759269304.0
342.0,ELECTRICBIKESTATION,41.4034967,2.1936584,"C/ ROC BORONAT, 134",08018,43.0,1759269304.0
343.0,ELECTRICBIKESTATION,41.4389609,2.1996179,CAMPANA DE LA MAQUINISTA (SAO PAULO I PL. DE,08030,27.0,1759269304.0
344.0,ELECTRICBIKESTATION,41.4431441,2.1996045,"C/ CIUTAT D'ASUNCIÃN, 73 / POTOSÃ",08030,27.0,1759269304.0
345.0,ELECTRICBIKESTATION,41.3631066,2.1398322,PL. TERESA DE CLARAMUNT/C/ DELS FERROCARILS,08038,32.0,1759269304.0
346.0,ELECTRICBIKESTATION,41.360798,2.138931,"PG. ZONA FRANCA, 182",08038,35.0,1759269304.0
347.0,ELECTRICBIKESTATION,41.3595484,2.1417765,"C/ ALTS FORNS, 77",08038,32.0,1759269304.0
348.0,ELECTRICBIKESTATION,41.357067,2.141563,JARDINS DE CAN FERRERO/PG.DE LA ZONA FRANCA,08038,33.0,1759269304.0
349.0,ELECTRICBIKESTATION,41.3573288,2.1371996,"C/ DE L'ENERGIA, 2 / ALTS FORNS",08038,30.0,1759269304.0
350.0,ELECTRICBIKESTATION,41.391756,2.148291,"C/ LONDRES, 63",08036,31.0,1759269304.0
351.0,ELECTRICBIKESTATION,41.3621232,2.1356187,"C/ JANE ADDAMS, 26/ CRTA. DEL PRAT",08038,33.0,1759269304.0
352.0,ELECTRICBIKESTATION,41.363279,2.1341586,"C/RADI,10/GRAN VIA DE LES CORTS CATALANES",08038,28.0,1759269304.0
353.0,ELECTRICBIKESTATION,41.37541,2.1232547,C/ MUNNÃ  2-6,08028,31.0,1759269304.0
354.0,ELECTRICBIKESTATION,41.3759419,2.1299539,"RAMBLA DEL BRASIL, 5",08028,26.0,1759269304.0
355.0,ELECTRICBIKESTATION,41.371459,2.127854,"C/ RIERA BLANCA, 123",08028,27.0,1759269304.0
356.0,ELECTRICBIKESTATION,41.4134503,2.1631012,"C/ CAMÃLIES, 73",08024,35.0,1759269304.0
357.0,ELECTRICBIKESTATION,41.4105956,2.1579897,"C/ CARDENER, 59",08024,27.0,1759269304.0
358.0,ELECTRICBIKESTATION,41.3872437,2.1793035,"C/ GOMBAU, 24",08003,26.0,1759269304.0
359.0,ELECTRICBIKESTATION,41.3900544,2.1775594,"C/ MÃNDEZ NÃÃEZ, 16",08003,26.0,1759269304.0
360.0,ELECTRICBIKESTATION,41.3952527,2.1730023,"C/ BAILÃN, 62",08009,30.0,1759269304.0
361.0,ELECTRICBIKESTATION,41.37652,2.17881,PG. DE COLOM (LES RAMBLES),08039,32.0,1759269304.0
362.0,ELECTRICBIKESTATION,41.396994,2.1706323,"C/ BAILÃN, 100",08009,32.0,1759269304.0
363.0,ELECTRICBIKESTATION,41.3908381,2.1743743,"C/ BRUC, 20",08010,24.0,1759269304.0
364.0,ELECTRICBIKESTATION,41.393062,2.1633226,"PG. DE GRÃCIA, 61",08007,33.0,1759269304.0
365.0,ELECTRICBIKESTATION,41.3875712,2.1469336,"C/ VILADOMAT, 244",08029,31.0,1759269304.0
367.0,ELECTRICBIKESTATION,41.384972,2.1376205,"C/ MARQUÃS DE SENTMENAT, 46",08029,31.0,1759269304.0
368.0,ELECTRICBIKESTATION,41.3968391,2.1756598,"C/ DIPUTACIÃ, 373",08013,27.0,1759269304.0
369.0,ELECTRICBIKESTATION,41.40013,2.1780175,"C/ CONSELL DE CENT, 482",08013,27.0,1759269304.0
370.0,ELECTRICBIKESTATION,41.4039698,2.1729061,"C/ SARDENYA, 326",08025,31.0,1759269304.0
371.0,ELECTRICBIKESTATION,41.4040525,2.181199,"C/ DELS ENAMORATS, 49",08013,36.0,1759269304.0
372.0,ELECTRICBIKESTATION,41.4001015,2.1841711,"C/ RIBES, 77",08013,27.0,1759269304.0
373.0,ELECTRICBIKESTATION,41.3750995,2.1613897,"AV. PARAL.LEL, 132",08015,30.0,1759269304.0
374.0,ELECTRICBIKESTATION,41.3949729,2.1612814,"PG. DE GRÃCIA, 89",08008,33.0,1759269304.0
375.0,ELECTRICBIKESTATION,41.3720293,2.1804468,WORLD TRADE CENTER,08039,43.0,1759269304.0
376.0,ELECTRICBIKESTATION,41.3718728,2.180302,WORLD  TRADE CENTER,08039,43.0,1759269304.0
377.0,ELECTRICBIKESTATION,41.3776292,2.1836886,PL. ICTÃNEO,08039,29.0,1759269304.0
378.0,ELECTRICBIKESTATION,41.3785379,2.1767427,"PL. JOAQUIM XIRAU I PALAU, 1",08002,21.0,1759269304.0
379.0,ELECTRICBIKESTATION,41.3829333,2.1420704,"AV. JOSEP TARRADELLAS, 27",08029,21.0,1759269304.0
380.0,ELECTRICBIKESTATION,41.3854094,2.1740155,"C/ DURAN I BAS, 2",08002,24.0,1759269304.0
381.0,ELECTRICBIKESTATION,41.381635534627,2.16772946686476,"C/ AGUSTÃ DURAN I SANPERE, 10",08001,40.0,1759269304.0
382.0,ELECTRICBIKESTATION,41.4038902,2.2041137,"C/ LOPE DE VEGA, 79",08005,27.0,1759269304.0
383.0,ELECTRICBIKESTATION,41.381219,2.141767,"C/ NUMÃNCIA, 2",08029,24.0,1759269304.0
384.0,ELECTRICBIKESTATION,41.3807072,2.1468381,"C/ VILAMARÃ, 85",08015,25.0,1759269304.0
385.0,ELECTRICBIKESTATION,41.387888,2.1552902,"C/ CASANOVA, 119",08036,30.0,1759269304.0
386.0,ELECTRICBIKESTATION,41.3751866,2.1568773,AV. PARAL.LEL 164,08015,18.0,1759269304.0
387.0,ELECTRICBIKESTATION,41.3957813,2.1787074,"C/ NÃPOLS, 125",08013,32.0,1759269304.0
388.0,ELECTRICBIKESTATION,41.3806411,2.1671611,"C/ RIERA ALTA, 6",08001,35.0,1759269304.0
389.0,ELECTRICBIKESTATION,41.3873901,2.1875446,RECINTE PARC DE LA CIUTADELLA,08003,27.0,1759269304.0
390.0,ELECTRICBIKESTATION,41.3869612,2.1820169,"C/ COMERÃ, 36",08003,25.0,1759269304.0
391.0,ELECTRICBIKESTATION,41.4230551,2.1913753,"C/ GRAN DE LA SAGRERA, 74",08027,27.0,1759269304.0
392.0,ELECTRICBIKESTATION,41.3905303,2.1906339,"C/ RAMON TURRÃ, 4",08005,19.0,1759269304.0
393.0,ELECTRICBIKESTATION,41.4022657,2.1976297,"C/ LLACUNA, 86",08005,32.0,1759269304.0
394.0,ELECTRICBIKESTATION,41.3873057,2.1631263,"C/ DIPUTACIÃ, 226",08007,26.0,1759269304.0
395.0,ELECTRICBIKESTATION,41.3860607,2.1702467,"PL. CATALUNYA, 22",08002,33.0,1759269304.0
396.0,ELECTRICBIKESTATION,41.3890253,2.1968267,"C/ JOAN MIRÃ, 2-12",08005,32.0,1759269304.0
397.0,ELECTRICBIKESTATION,41.3889129,2.1993105,AV. LITORAL (PG MARÃTIM DEL PORT OLÃMPIC),08005,27.0,1759269304.0
398.0,ELECTRICBIKESTATION,41.380955,2.1934636,PG. MARÃTIM DE LA BARCELONETA/ANDREA DÃRIA,08003,35.0,1759269304.0
399.0,ELECTRICBIKESTATION,41.3734706,2.1332694,"C/ PAVIA, 3",08028,27.0,1759269304.0
400.0,ELECTRICBIKESTATION,41.3694508,2.1879597,MOLL ORIENTAL,08039,44.0,1759269304.0
401.0,ELECTRICBIKESTATION,41.382418,2.183723,PLA DE PALAU,08002,24.0,1759269304.0
402.0,ELECTRICBIKESTATION,41.380628,2.1821917,PG. DE COLOM (VIA LAIETANA),08002,31.0,1759269304.0
403.0,ELECTRICBIKESTATION,41.3796421,2.1368202,"C/ VALLESPIR, 49",08014,22.0,1759269304.0
404.0,ELECTRICBIKESTATION,41.3653426,2.1331357,"McDonaldâs - C/ JUAN GRIS, 28",08014,32.0,1759269304.0
405.0,ELECTRICBIKESTATION,41.3854003,2.1521802,"C/ COMTE BORRELL, 198",08029,26.0,1759269304.0
406.0,ELECTRICBIKESTATION,41.3863747,2.1646697,"GRAN VIA DE LES CORTS CATALANES, 592",08007,33.0,1759269304.0
408.0,ELECTRICBIKESTATION,41.3889972,2.1923283,"C/ RAMON TRIAS FARGAS, 23",08005,39.0,1759269304.0
409.0,ELECTRICBIKESTATION,41.392384,2.1925059,"C/ JOAN D'ÃUSTRIA, 31B",08005,27.0,1759269304.0
410.0,ELECTRICBIKESTATION,41.376433,2.17871,PG.DE COLOM (LES RAMBLES),08039,38.0,1759269304.0
411.0,ELECTRICBIKESTATION,41.411381,2.2122054,"C/ JOSEP PLA, 67",08019,24.0,1759269304.0
412.0,ELECTRICBIKESTATION,41.3893094,2.1727457,"PL. URQUINAONA, 3",08010,27.0,1759269304.0
413.0,ELECTRICBIKESTATION,41.393489,2.1707419,"C/ BRUC, 66",08009,32.0,1759269304.0
414.0,ELECTRICBIKESTATION,41.3937234,2.1764275,"C/ CASP, 67",08010,33.0,1759269304.0
415.0,ELECTRICBIKESTATION,41.3793558,2.1689592,"RAMBLA DEL RAVAL, 13",08001,25.0,1759269304.0
416.0,ELECTRICBIKESTATION,41.3781065,2.1696744,"RAMBLA DEL RAVAL, 20",08001,26.0,1759269304.0
417.0,ELECTRICBIKESTATION,41.4164824,2.1801094,"C/ VILLAR, 2",08041,32.0,1759269304.0
418.0,ELECTRICBIKESTATION,41.391062,2.1801142,PG. DE LLUÃ­S COMPANYS (ARC DE TRIOMF),08018,27.0,1759269304.0
419.0,ELECTRICBIKESTATION,41.391313,2.1808391,PG. DE LLUIS COMPANYS (ARC DE TRIOMF),08018,33.0,1759269304.0
420.0,ELECTRICBIKESTATION,41.3743329,2.1479385,"GRAN VIA DE LES CORTS CATALANES, 368",08010,27.0,1759269304.0
421.0,ELECTRICBIKESTATION,41.378118,2.1378667,"C/ VALLESPIR, 13",08014,25.0,1759269304.0
422.0,ELECTRICBIKESTATION,41.3881175,2.1154135,"C/ JORDI GIRONA, 29",08034,44.0,1759269304.0
423.0,ELECTRICBIKESTATION,41.4202459,2.1894852,"C/ HONDURAS, 32-34",08027,32.0,1759269304.0
424.0,ELECTRICBIKESTATION,41.3795862,2.1925198,"PG. MARÃTIM DE LA BARCELONETA,6",08003,27.0,1759269304.0
425.0,ELECTRICBIKESTATION,41.3765618,2.1748621,"C/ DE CERVELLÃ, 5",08001,24.0,1759269304.0
426.0,ELECTRICBIKESTATION,41.39828,2.1830315,"C/ DE RIBES, 59 B",08013,33.0,1759269304.0
427.0,ELECTRICBIKESTATION,41.3754047,2.1680021,"C/ DE SANT PAU, 119/ RONDA SANT PAU",08001,26.0,1759269304.0
428.0,ELECTRICBIKESTATION,41.3983902,2.1960799,"C/ PUJADES, 103",08005,33.0,1759269304.0
429.0,ELECTRICBIKESTATION,41.3881262,2.1091535,"C/ GRAN CAPITÃ, 9",08034,28.0,1759269304.0
430.0,ELECTRICBIKESTATION,41.385641,2.113096,"C/ ALFAMBRA, 2 | AV. DIAGONAL",08034,27.0,1759269304.0
431.0,ELECTRICBIKESTATION,41.383467,2.122175,"AV. JOAN XXIII, 17",08028,20.0,1759269304.0
432.0,ELECTRICBIKESTATION,41.3847061,2.1170751,"C/ MARTÃ I FRANQUÃS, 1",08028,28.0,1759269304.0
433.0,ELECTRICBIKESTATION,41.3862258,2.1168609,"C/ J. MAYNARD KEYNES, 2|AV. DGNAL.",08034,53.0,1759269304.0
434.0,ELECTRICBIKESTATION,41.3767538,2.1269152,"C/ ROGER, 24",08028,27.0,1759269304.0
435.0,ELECTRICBIKESTATION,41.383585,2.112186,"AV. DOCTOR MARAÃON, 25 |PAU GARGALLO",08028,28.0,1759269304.0
436.0,ELECTRICBIKESTATION,41.3545425,2.1433038,"PG. ZONA FRANCA, 54",08038,19.0,1759269304.0
437.0,ELECTRICBIKESTATION,41.3513237,2.1450958,"PG. ZONA FRANCA, 9",08038,36.0,1759269304.0
438.0,ELECTRICBIKESTATION,41.3981669,2.1754896,"C/ NÃPOLS, 183",08013,27.0,1759269304.0
