station_id,physical_configuration,latitud,longitud,address,post_code,capacity,last_updated
200.0,ELECTRICBIKESTATION,41.3839045,2.1312876,"C/ JOAN GÃELL, 174",08028,24.0,1759269304.0
201.0,ELECTRICBIKESTATION,41.3878061,2.1344218,"C/ NUMÃNCIA, 136",08029,24.0,1759269304.0
202.0,ELECTRICBIKESTATION,41.3854466,2.1288753,"C/ DE LES CORTS, 20",08028,27.0,1759269304.0
203.0,ELECTRICBIKESTATION,41.3887069,2.1285766,"AV. DIAGONAL, 668",08034,33.0,1759269304.0
204.0,ELECTRICBIKESTATION,41.3880355,2.1256248,"AV. DIAGONAL, 672",08034,33.0,1759269304.0
205.0,ELECTRICBIKESTATION,41.3879413310938,2.13059591593856,"C/ DE CAN SEGALAR, 4",08028,37.0,1759269304.0
206.0,ELECTRICBIKESTATION,41.3897943,2.1328634," AV. DIAGONAL, 650",08017,33.0,1759269304.0
207.0,ELECTRICBIKESTATION,41.3908477,2.136579,"AV. DIAGONAL, 634",08017,25.0,1759269304.0
208.0,ELECTRICBIKESTATION,41.3915195,2.1390667,"AV. DIAGONAL, 630",08017,33.0,1759269304.0
209.0,ELECTRICBIKESTATION,41.3857425,2.1610515,"C/ DIPUTACIÃ, 200",08011,26.0,1759269304.0
210.0,ELECTRICBIKESTATION,41.3745238,2.1422556,"C/ VILARDELL, 18",08014,31.0,1759269304.0
211.0,ELECTRICBIKESTATION,41.3987543,2.1902116,"C/ SANCHO DE ÃVILA, 60-64",08018,28.0,1759269304.0
212.0,ELECTRICBIKESTATION,41.3922355,2.1309272,"AV. SARRIÃ, 163",08017,24.0,1759269304.0
213.0,ELECTRICBIKESTATION,41.3935816,2.1345892,"C/ SANTA FE DE NOU MÃXIC, 2",08017,33.0,1759269304.0
